slug,name,positions,age,team,games_played,minutes_played,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,is_combined_totalsslug,name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
lecquja01,Jalen Lecque,SHOOTING GUARD,19,PHOENIX SUNS,5,32,2.7,0.46,0.4,0.2,0.0,7.0,3.5,8.6,0.0,0.0,15.5,17.1,0.0,0.0,0.0,-0.065,-7.1,-2.9,-10.0,-0.1,Falselecquja01,Jalen Lecque,SHOOTING GUARD,19,PHOENIX SUNS,5,0,32,4,10,0,4,2,2,0,2,2,0,0,2,3,10
leeco01,Courtney Lee,SHOOTING GUARD,34,DALLAS MAVERICKS,24,345,10.8,0.629,0.573,0.085,2.2,7.5,4.9,4.7,2.5,1.5,11.4,11.9,0.3,0.3,0.7,0.092,-2.1,1.5,-0.6,0.1,Falseleeco01,Courtney Lee,SHOOTING GUARD,34,DALLAS MAVERICKS,24,9,345,40,82,21,47,6,7,7,25,12,18,6,11,33,107
leeda03,Damion Lee,SHOOTING GUARD,27,GOLDEN STATE WARRIORS,49,1423,12.7,0.548,0.468,0.247,2.4,16.3,9.1,14.4,1.7,0.4,10.6,19.0,0.9,0.8,1.7,0.058,-1.5,-0.8,-2.3,-0.1,Falseleeda03,Damion Lee,SHOOTING GUARD,27,GOLDEN STATE WARRIORS,49,36,1423,213,511,85,239,110,126,32,207,133,50,6,67,116,621
lenal01,Alex Len,CENTER,26,ATLANTA HAWKS,40,745,17.5,0.59,0.215,0.312,9.8,23.6,16.6,8.7,1.3,3.7,11.7,18.6,1.1,0.6,1.8,0.113,-0.2,-0.2,-0.4,0.3,Falselenal01,Alex Len,CENTER,26,ATLANTA HAWKS,40,9,745,142,260,14,56,51,81,69,161,42,20,33,39,93,349
lenal01,Alex Len,CENTER,26,SACRAMENTO KINGS,15,225,18.2,0.64,0.051,0.407,15.1,30.8,22.8,5.2,0.6,6.4,18.7,16.5,0.4,0.3,0.7,0.15,-1.3,-0.3,-1.6,0.0,Falselenal01,Alex Len,CENTER,26,SACRAMENTO KINGS,15,3,225,35,59,2,3,17,24,31,60,8,3,15,16,34,89
leonaka01,Kawhi Leonard,SMALL FORWARD,28,LOS ANGELES CLIPPERS,57,1848,26.9,0.589,0.287,0.355,3.1,19.1,11.3,26.4,2.6,1.6,10.2,33.0,5.4,3.3,8.7,0.226,6.5,2.4,8.9,5.1,Falseleonaka01,Kawhi Leonard,SMALL FORWARD,28,LOS ANGELES CLIPPERS,57,57,1848,532,1133,123,325,356,402,54,348,280,103,33,149,113,1543
leoname01,Meyers Leonard,CENTER,27,MIAMI HEAT,51,1034,10.6,0.627,0.547,0.12,3.4,24.0,14.1,7.6,0.7,1.4,13.7,12.2,0.9,1.2,2.1,0.096,-1.3,0.4,-0.9,0.3,Falseleoname01,Meyers Leonard,CENTER,27,MIAMI HEAT,51,49,1034,119,234,53,128,18,28,30,230,55,14,15,39,107,309
leverca01,Caris LeVert,SHOOTING GUARD,25,BROOKLYN NETS,45,1330,16.1,0.514,0.301,0.269,3.9,10.7,7.4,25.0,1.9,0.6,12.6,29.5,0.1,1.4,1.5,0.055,0.6,-0.9,-0.3,0.5,Falseleverca01,Caris LeVert,SHOOTING GUARD,25,BROOKLYN NETS,45,31,1330,311,732,80,220,140,197,49,140,199,53,10,118,81,842
lillada01,Damian Lillard,POINT GUARD,29,PORTLAND TRAIL BLAZERS,66,2474,26.9,0.627,0.5,0.384,1.4,10.5,6.0,34.4,1.3,0.8,11.0,30.3,10.9,0.7,11.6,0.225,8.3,-0.9,7.5,5.9,Falselillada01,Damian Lillard,POINT GUARD,29,PORTLAND TRAIL BLAZERS,66,66,2474,624,1349,270,674,460,518,33,251,530,70,22,194,114,1978
littlna01,Nassir Little,POWER FORWARD,19,PORTLAND TRAIL BLAZERS,48,573,9.6,0.505,0.391,0.291,5.7,13.9,9.9,5.0,1.1,2.1,8.1,13.7,0.3,0.3,0.6,0.047,-2.9,-0.6,-3.5,-0.2,Falselittlna01,Nassir Little,POWER FORWARD,19,PORTLAND TRAIL BLAZERS,48,5,573,65,151,14,59,28,44,31,77,22,13,14,15,72,172
looneke01,Kevon Looney,CENTER,23,GOLDEN STATE WARRIORS,20,262,9.4,0.403,0.177,0.152,11.2,16.3,13.6,11.1,2.2,2.1,12.5,15.7,-0.2,0.2,0.0,0.006,-4.8,-0.8,-5.6,-0.2,Falselooneke01,Kevon Looney,CENTER,23,GOLDEN STATE WARRIORS,20,4,262,29,79,1,14,9,12,28,38,20,12,6,12,34,68
lopezbr01,Brook Lopez,CENTER,31,MILWAUKEE BUCKS,68,1817,15.0,0.551,0.484,0.227,3.4,13.0,8.5,7.4,1.2,7.9,8.7,18.3,1.4,4.1,5.5,0.145,-0.4,2.5,2.0,1.9,Falselopezbr01,Brook Lopez,CENTER,31,MILWAUKEE BUCKS,68,67,1817,292,671,102,325,127,152,58,254,99,46,163,70,163,813
lopezro01,Robin Lopez,CENTER,31,MILWAUKEE BUCKS,66,958,10.2,0.554,0.351,0.177,6.2,10.2,8.3,6.3,0.5,4.1,16.4,16.6,-0.1,1.6,1.5,0.077,-3.0,0.4,-2.6,-0.2,Falselopezro01,Robin Lopez,CENTER,31,MILWAUKEE BUCKS,66,5,958,147,299,35,105,28,53,56,105,45,10,45,63,96,357
loveke01,Kevin Love,POWER FORWARD,31,CLEVELAND CAVALIERS,56,1780,17.9,0.599,0.536,0.301,3.3,31.1,17.1,15.4,0.9,0.9,14.5,23.1,2.5,1.3,3.8,0.101,2.6,-0.5,2.0,1.8,Falseloveke01,Kevin Love,POWER FORWARD,31,CLEVELAND CAVALIERS,56,56,1780,327,727,146,390,187,219,54,493,178,33,19,140,90,987
lowryky01,Kyle Lowry,POINT GUARD,33,TORONTO RAPTORS,58,2098,17.7,0.59,0.58,0.427,1.6,12.8,7.3,30.6,1.9,1.2,15.7,23.1,4.2,3.3,7.5,0.171,2.2,1.0,3.2,2.8,Falselowryky01,Kyle Lowry,POINT GUARD,33,TORONTO RAPTORS,58,58,2098,334,803,164,466,294,343,32,260,433,82,26,178,190,1126
luwawti01,Timothé Luwawu-Cabarrot,SMALL FORWARD,24,BROOKLYN NETS,47,853,11.0,0.599,0.595,0.301,3.6,11.6,7.7,4.9,1.0,0.7,10.8,16.8,0.9,0.7,1.7,0.095,-1.8,-0.5,-2.2,-0.1,Falseluwawti01,Timothé Luwawu-Cabarrot,SMALL FORWARD,24,BROOKLYN NETS,47,2,853,117,269,62,160,69,81,29,98,29,18,7,37,106,365
lylestr01,Trey Lyles,POWER FORWARD,24,SAN ANTONIO SPURS,63,1271,12.6,0.557,0.49,0.131,6.0,24.6,15.3,7.2,1.1,1.9,9.7,13.6,1.2,1.0,2.2,0.083,-0.5,-0.7,-1.2,0.3,Falselylestr01,Trey Lyles,POWER FORWARD,24,SAN ANTONIO SPURS,63,53,1271,153,343,65,168,33,45,71,290,69,28,28,39,98,404
maconda01,Daryl Macon,POINT GUARD,24,MIAMI HEAT,4,14,-3.1,0.5,0.667,0.0,0.0,0.0,0.0,9.7,0.0,0.0,40.0,15.7,0.0,0.0,0.0,-0.161,-7.0,-4.4,-11.4,0.0,Falsemaconda01,Daryl Macon,POINT GUARD,24,MIAMI HEAT,4,0,14,1,3,1,2,0,0,0,0,1,0,0,2,1,3
macurjp01,J.P. Macura,SHOOTING GUARD,24,CLEVELAND CAVALIERS,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022,-5.2,-1.2,-6.4,0.0,Falsemacurjp01,J.P. Macura,SHOOTING GUARD,24,CLEVELAND CAVALIERS,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magetjo01,Josh Magette,POINT GUARD,30,ORLANDO MAGIC,8,38,5.1,0.378,0.267,0.133,2.7,14.6,8.5,19.2,3.8,2.4,23.9,23.7,-0.2,0.1,-0.1,-0.127,-7.9,1.6,-6.2,0.0,Falsemagetjo01,Josh Magette,POINT GUARD,30,ORLANDO MAGIC,8,0,38,5,15,1,4,1,2,1,5,5,3,1,5,4,12
mahinia01,Ian Mahinmi,CENTER,33,WASHINGTON WIZARDS,38,808,14.2,0.545,0.124,0.538,10.1,19.7,14.7,8.3,1.8,4.8,14.8,15.7,0.7,0.7,1.4,0.083,-2.8,0.0,-2.7,-0.2,Falsemahinia01,Ian Mahinmi,CENTER,33,WASHINGTON WIZARDS,38,35,808,104,210,5,26,70,113,78,140,49,31,44,45,114,283
makerth01,Thon Maker,CENTER,22,DETROIT PISTONS,60,776,13.7,0.582,0.332,0.57,7.8,16.7,12.2,8.0,1.6,4.2,15.7,16.1,0.7,0.8,1.5,0.096,-2.1,0.7,-1.4,0.1,Falsemakerth01,Thon Maker,CENTER,22,DETROIT PISTONS,60,14,776,93,193,22,64,73,110,54,113,43,25,39,45,102,281
mannte01,Terance Mann,SMALL FORWARD,23,LOS ANGELES CLIPPERS,41,362,10.6,0.545,0.253,0.342,2.9,12.6,7.9,19.3,1.4,1.2,16.5,12.6,0.4,0.4,0.8,0.106,-2.8,1.2,-1.6,0.0,Falsemannte01,Terance Mann,SMALL FORWARD,23,LOS ANGELES CLIPPERS,41,6,362,37,79,7,20,18,27,10,45,53,11,5,18,46,99
marjabo01,Boban Marjanović,CENTER,31,DALLAS MAVERICKS,44,422,25.7,0.612,0.081,0.27,16.6,32.1,24.5,8.3,0.9,2.0,11.3,26.9,1.2,0.6,1.8,0.2,2.8,-1.6,1.2,0.3,Falsemarjabo01,Boban Marjanović,CENTER,31,DALLAS MAVERICKS,44,5,422,121,211,4,17,43,57,66,131,20,8,10,30,56,289
markkla01,Lauri Markkanen,POWER FORWARD,22,CHICAGO BULLS,50,1492,14.3,0.56,0.536,0.259,4.2,19.7,11.6,7.6,1.4,1.5,11.0,21.1,1.0,1.6,2.6,0.084,0.2,-0.8,-0.6,0.5,Falsemarkkla01,Lauri Markkanen,POWER FORWARD,22,CHICAGO BULLS,50,50,1492,251,591,109,317,126,153,60,253,74,42,23,81,96,737
martica02,Caleb Martin,SMALL FORWARD,24,CHARLOTTE HORNETS,18,317,12.0,0.595,0.44,0.25,3.3,10.0,6.5,11.1,1.9,2.0,13.9,15.0,0.3,0.2,0.5,0.081,-1.6,0.6,-1.0,0.1,Falsemartica02,Caleb Martin,SMALL FORWARD,24,CHARLOTTE HORNETS,18,1,317,37,84,20,37,17,21,10,28,23,12,7,15,32,111
martico01,Cody Martin,SMALL FORWARD,24,CHARLOTTE HORNETS,48,903,10.5,0.505,0.372,0.314,4.4,15.1,9.6,15.7,2.2,0.9,15.7,13.6,0.2,0.8,1.0,0.052,-3.1,1.0,-2.2,0.0,Falsemartico01,Cody Martin,SMALL FORWARD,24,CHARLOTTE HORNETS,48,3,903,89,207,18,77,42,65,38,120,95,39,9,44,78,238
martije02,Jeremiah Martin,POINT GUARD,23,BROOKLYN NETS,9,99,21.8,0.541,0.34,0.264,1.1,9.2,5.2,30.8,3.3,1.7,6.3,26.7,0.2,0.1,0.4,0.176,1.5,1.7,3.2,0.1,Falsemartije02,Jeremiah Martin,POINT GUARD,23,BROOKLYN NETS,9,0,99,24,53,5,18,11,14,1,9,18,7,2,4,7,64
martike03,Kelan Martin,SMALL FORWARD,24,MINNESOTA TIMBERWOLVES,31,495,9.2,0.506,0.53,0.171,2.5,18.6,10.2,6.8,0.7,1.5,9.3,17.8,-0.1,0.3,0.2,0.023,-3.3,-1.0,-4.3,-0.3,Falsemartike03,Kelan Martin,SMALL FORWARD,24,MINNESOTA TIMBERWOLVES,31,4,495,71,181,25,96,30,31,12,84,23,7,9,20,51,197
masonfr01,Frank Mason III,POINT GUARD,25,MILWAUKEE BUCKS,9,118,16.9,0.53,0.412,0.333,4.5,11.1,8.0,35.0,1.9,0.7,15.8,24.3,0.1,0.2,0.4,0.143,-0.6,0.6,0.0,0.1,Falsemasonfr01,Frank Mason III,POINT GUARD,25,MILWAUKEE BUCKS,9,0,118,23,51,6,21,10,17,5,14,29,5,1,11,11,62
mathega01,Garrison Mathews,SHOOTING GUARD,23,WASHINGTON WIZARDS,18,227,13.1,0.691,0.821,0.607,2.8,9.0,5.8,5.8,1.6,0.4,10.1,14.5,0.6,0.1,0.6,0.131,-0.6,-0.5,-1.1,0.1,Falsemathega01,Garrison Mathews,SHOOTING GUARD,23,WASHINGTON WIZARDS,18,0,227,24,56,19,46,31,34,6,18,10,8,1,8,32,98
matthwe02,Wesley Matthews,SHOOTING GUARD,33,MILWAUKEE BUCKS,67,1635,8.1,0.547,0.704,0.161,1.4,8.2,5.0,7.1,1.1,0.5,8.7,12.5,0.8,2.4,3.2,0.093,-2.6,0.7,-1.8,0.1,Falsematthwe02,Wesley Matthews,SHOOTING GUARD,33,MILWAUKEE BUCKS,67,67,1635,167,422,108,297,52,68,22,144,92,38,9,43,103,494
mbahalu01,Luc Mbah a Moute,POWER FORWARD,33,HOUSTON ROCKETS,3,25,6.4,0.425,0.4,0.4,4.2,4.2,4.2,0.0,3.7,0.0,14.5,11.4,0.0,0.0,0.0,-0.008,-5.2,-2.2,-7.4,0.0,Falsembahalu01,Luc Mbah a Moute,POWER FORWARD,33,HOUSTON ROCKETS,3,0,25,2,5,0,2,1,2,1,1,0,2,0,1,0,5
mccawpa01,Patrick McCaw,SMALL FORWARD,24,TORONTO RAPTORS,37,908,7.3,0.5,0.438,0.111,2.3,7.6,5.0,11.5,2.0,0.4,14.6,9.4,0.2,1.2,1.4,0.075,-3.6,1.8,-1.8,0.0,Falsemccawpa01,Patrick McCaw,SMALL FORWARD,24,TORONTO RAPTORS,37,12,908,67,162,23,71,13,18,19,67,79,39,4,29,60,170
mccolcj01,CJ McCollum,SHOOTING GUARD,28,PORTLAND TRAIL BLAZERS,70,2556,17.0,0.541,0.378,0.136,1.9,10.2,6.1,19.1,1.0,1.4,8.1,25.9,3.5,0.6,4.1,0.077,2.3,-1.8,0.5,1.6,Falsemccolcj01,CJ McCollum,SHOOTING GUARD,28,PORTLAND TRAIL BLAZERS,70,70,2556,611,1356,194,512,140,185,46,251,310,54,42,127,183,1556
mccontj01,T.J. McConnell,POINT GUARD,27,INDIANA PACERS,71,1326,16.5,0.54,0.041,0.102,3.2,12.4,7.8,37.6,2.0,0.7,18.9,17.5,1.7,1.7,3.3,0.121,0.1,0.4,0.5,0.8,Falsemccontj01,T.J. McConnell,POINT GUARD,27,INDIANA PACERS,71,3,1326,212,411,5,17,35,42,38,151,355,56,11,100,73,464
mcdanja01,Jalen McDaniels,SMALL FORWARD,22,CHARLOTTE HORNETS,16,293,10.7,0.574,0.343,0.243,5.4,19.4,12.1,6.8,1.4,0.9,12.4,13.3,0.2,0.2,0.5,0.078,-3.4,0.1,-3.3,-0.1,Falsemcdanja01,Jalen McDaniels,SMALL FORWARD,22,CHARLOTTE HORNETS,16,0,293,33,70,9,24,14,17,15,50,13,8,3,11,36,89
mcderdo01,Doug McDermott,POWER FORWARD,28,INDIANA PACERS,69,1372,14.4,0.62,0.537,0.106,2.1,11.7,7.0,8.4,0.4,0.3,6.8,19.6,2.3,1.1,3.3,0.117,1.4,-1.3,0.0,0.7,Falsemcderdo01,Doug McDermott,POWER FORWARD,28,INDIANA PACERS,69,0,1372,267,547,128,294,48,58,26,148,78,12,5,42,117,710
mcgeeja01,JaVale McGee,CENTER,32,LOS ANGELES LAKERS,68,1130,19.4,0.652,0.02,0.268,12.2,25.4,18.9,4.6,1.5,7.5,13.9,14.8,2.2,2.4,4.7,0.198,-0.6,2.1,1.5,1.0,Falsemcgeeja01,JaVale McGee,CENTER,32,LOS ANGELES LAKERS,68,68,1130,195,306,3,6,53,82,125,265,37,36,94,55,159,446
mcgruro01,Rodney McGruder,SHOOTING GUARD,28,LOS ANGELES CLIPPERS,56,871,6.7,0.477,0.492,0.188,3.6,14.2,9.0,5.3,1.4,0.8,10.9,10.6,-0.1,1.1,1.0,0.055,-3.7,0.8,-3.0,-0.2,Falsemcgruro01,Rodney McGruder,SHOOTING GUARD,28,LOS ANGELES CLIPPERS,56,4,871,72,181,24,89,19,34,29,122,36,26,8,24,74,187
mckinal01,Alfonzo McKinnie,SMALL FORWARD,27,CLEVELAND CAVALIERS,40,593,8.7,0.493,0.38,0.181,6.9,14.4,10.6,3.3,1.9,1.2,12.3,15.2,-0.2,0.3,0.2,0.014,-4.4,-0.9,-5.3,-0.5,Falsemckinal01,Alfonzo McKinnie,SMALL FORWARD,27,CLEVELAND CAVALIERS,40,1,593,73,171,14,65,22,31,37,76,14,23,8,26,72,182
mclaujo01,Jordan McLaughlin,POINT GUARD,23,MINNESOTA TIMBERWOLVES,30,590,16.3,0.587,0.427,0.219,1.2,7.8,4.4,31.0,2.7,0.6,13.7,15.8,1.1,0.4,1.6,0.13,0.3,0.0,0.3,0.3,Falsemclaujo01,Jordan McLaughlin,POINT GUARD,23,MINNESOTA TIMBERWOLVES,30,2,590,87,178,29,76,26,39,7,42,125,34,4,31,31,229
mclembe01,Ben McLemore,SMALL FORWARD,26,HOUSTON ROCKETS,71,1619,11.8,0.622,0.829,0.123,1.3,8.9,5.1,5.2,1.3,0.8,8.0,16.0,2.2,1.1,3.3,0.099,0.0,-0.6,-0.5,0.6,Falsemclembe01,Ben McLemore,SMALL FORWARD,26,HOUSTON ROCKETS,71,23,1619,242,545,181,452,50,67,21,136,58,45,16,50,155,715
mcraejo01,Jordan McRae,SHOOTING GUARD,28,WASHINGTON WIZARDS,29,654,15.2,0.523,0.334,0.262,2.7,15.1,8.7,19.1,1.4,2.0,9.7,24.9,0.4,0.3,0.7,0.051,0.8,-1.2,-0.4,0.3,Falsemcraejo01,Jordan McRae,SHOOTING GUARD,28,WASHINGTON WIZARDS,29,4,654,133,317,40,106,64,83,17,87,82,19,15,38,61,370
mcraejo01,Jordan McRae,SHOOTING GUARD,28,DENVER NUGGETS,4,32,16.7,0.58,0.667,0.667,3.5,14.0,8.8,15.6,3.1,2.9,0.0,10.5,0.1,0.0,0.1,0.201,1.1,1.4,2.5,0.0,Falsemcraejo01,Jordan McRae,SHOOTING GUARD,28,DENVER NUGGETS,4,0,32,2,6,2,4,3,4,1,4,4,2,1,0,2,9
mcraejo01,Jordan McRae,SHOOTING GUARD,28,DETROIT PISTONS,4,98,6.5,0.446,0.372,0.512,0.0,17.6,8.7,10.7,0.0,0.0,8.7,25.7,-0.1,0.0,-0.1,-0.053,-5.6,-4.2,-9.8,-0.2,Falsemcraejo01,Jordan McRae,SHOOTING GUARD,28,DETROIT PISTONS,4,0,98,14,43,3,16,16,22,0,15,7,0,0,5,10,47
mellini01,Nicolò Melli,CENTER,29,NEW ORLEANS PELICANS,60,1042,11.4,0.556,0.638,0.226,3.9,14.5,9.2,10.5,1.5,1.8,11.5,15.7,0.9,0.9,1.8,0.082,-1.5,0.2,-1.3,0.2,Falsemellini01,Nicolò Melli,CENTER,29,NEW ORLEANS PELICANS,60,8,1042,136,323,69,206,54,73,38,142,82,34,23,46,124,395
meltode01,De'Anthony Melton,POINT GUARD,21,MEMPHIS GRIZZLIES,60,1167,13.5,0.501,0.349,0.302,4.0,15.7,9.9,20.1,3.1,1.5,15.6,19.2,0.1,1.7,1.7,0.072,-2.2,2.0,-0.2,0.5,Falsemeltode01,De'Anthony Melton,POINT GUARD,21,MEMPHIS GRIZZLIES,60,8,1167,161,401,40,140,93,121,43,177,175,77,20,84,109,455
metuch01,Chimezie Metu,CENTER,22,SAN ANTONIO SPURS,18,105,22.2,0.608,0.048,0.31,12.3,21.6,16.9,14.9,1.4,5.0,17.3,23.7,0.2,0.1,0.3,0.13,1.9,-0.1,1.8,0.1,Falsemetuch01,Chimezie Metu,CENTER,22,SAN ANTONIO SPURS,18,0,105,24,42,0,2,10,13,12,21,10,3,6,10,7,58
middlkh01,Khris Middleton,SMALL FORWARD,28,MILWAUKEE BUCKS,62,1853,21.1,0.619,0.374,0.24,2.5,17.0,10.2,22.2,1.3,0.3,11.6,26.4,4.6,3.3,7.9,0.205,3.4,0.7,4.1,2.9,Falsemiddlkh01,Khris Middleton,SMALL FORWARD,28,MILWAUKEE BUCKS,62,59,1853,471,947,147,354,208,227,44,338,265,53,7,137,142,1297
mikaer01,Eric Mika,CENTER,25,SACRAMENTO KINGS,1,19,13.9,0.773,0.0,0.667,11.6,30.4,20.7,0.0,0.0,0.0,0.0,8.9,0.1,0.0,0.1,0.218,-2.2,-1.0,-3.2,0.0,Falsemikaer01,Eric Mika,CENTER,25,SACRAMENTO KINGS,1,0,19,2,3,0,0,2,2,2,5,0,0,0,0,5,6
milescj01,C.J. Miles,SMALL FORWARD,32,WASHINGTON WIZARDS,10,161,11.1,0.472,0.593,0.339,2.6,5.7,4.1,10.0,2.9,2.2,5.6,18.6,0.0,0.1,0.1,0.035,-1.8,0.1,-1.8,0.0,Falsemilescj01,C.J. Miles,SMALL FORWARD,32,WASHINGTON WIZARDS,10,0,161,19,59,11,35,15,20,4,8,12,10,4,4,14,64
millema01,Malcolm Miller,SMALL FORWARD,26,TORONTO RAPTORS,28,162,6.7,0.538,0.759,0.276,1.3,8.9,5.2,8.9,1.5,1.2,11.0,9.6,0.1,0.2,0.3,0.082,-3.5,1.2,-2.3,0.0,Falsemillema01,Malcolm Miller,SMALL FORWARD,26,TORONTO RAPTORS,28,1,162,12,29,8,22,3,8,2,14,11,5,2,4,18,35
millspa02,Patty Mills,POINT GUARD,31,SAN ANTONIO SPURS,66,1485,14.8,0.592,0.674,0.187,1.6,6.2,3.9,11.4,1.7,0.4,7.7,20.4,2.3,0.5,2.8,0.091,1.2,-1.2,0.0,0.8,Falsemillspa02,Patty Mills,POINT GUARD,31,SAN ANTONIO SPURS,66,1,1485,258,598,154,403,97,112,22,86,118,53,6,54,105,767
millspa01,Paul Millsap,POWER FORWARD,34,DENVER NUGGETS,51,1240,16.9,0.591,0.283,0.322,8.9,17.6,13.2,9.6,1.8,2.2,12.3,20.0,2.1,1.4,3.5,0.136,0.3,-0.2,0.1,0.7,Falsemillspa01,Paul Millsap,POWER FORWARD,34,DENVER NUGGETS,51,48,1240,211,438,54,124,115,141,98,195,83,44,30,70,150,591
miltosh01,Shake Milton,SHOOTING GUARD,23,PHILADELPHIA 76ERS,40,805,14.4,0.617,0.487,0.235,2.1,10.0,6.0,18.8,1.2,0.7,13.3,18.9,1.4,0.7,2.1,0.126,0.0,-1.0,-1.0,0.2,Falsemiltosh01,Shake Milton,SHOOTING GUARD,23,PHILADELPHIA 76ERS,40,24,805,134,277,58,135,51,65,15,73,104,20,7,47,92,377
mitchdo01,Donovan Mitchell,SHOOTING GUARD,23,UTAH JAZZ,69,2364,18.8,0.558,0.352,0.24,2.6,11.3,7.1,21.6,1.4,0.5,11.0,30.8,3.2,2.2,5.4,0.11,2.4,-0.6,1.9,2.3,Falsemitchdo01,Donovan Mitchell,SHOOTING GUARD,23,UTAH JAZZ,69,69,2364,602,1342,173,473,278,322,53,251,294,70,14,184,172,1655
mitrona01,Naz Mitrou-Long,SHOOTING GUARD,26,INDIANA PACERS,5,47,7.8,0.412,0.706,0.0,0.0,16.2,8.2,22.8,1.0,1.9,15.0,18.7,-0.1,0.1,0.0,-0.022,-3.5,2.1,-1.4,0.0,Falsemitrona01,Naz Mitrou-Long,SHOOTING GUARD,26,INDIANA PACERS,5,0,47,6,17,2,12,0,0,0,7,8,1,1,3,2,14
mokokad01,Adam Mokoka,SMALL FORWARD,21,CHICAGO BULLS,11,112,8.2,0.538,0.536,0.143,6.6,3.1,4.9,5.0,1.7,0.0,6.3,12.1,0.1,0.1,0.2,0.073,-3.1,-1.0,-4.1,-0.1,Falsemokokad01,Adam Mokoka,SMALL FORWARD,21,CHICAGO BULLS,11,0,112,12,28,6,15,2,4,7,3,4,4,0,2,17,32
monkma01,Malik Monk,SHOOTING GUARD,21,CHARLOTTE HORNETS,55,1169,12.6,0.53,0.418,0.205,2.4,12.6,7.3,16.6,1.1,1.3,12.6,22.9,0.1,0.6,0.7,0.028,-1.1,-1.3,-2.3,-0.1,Falsemonkma01,Malik Monk,SHOOTING GUARD,21,CHARLOTTE HORNETS,55,1,1169,212,488,58,204,82,100,27,130,114,25,16,77,74,564
moonema01,Matt Mooney,SHOOTING GUARD,22,CLEVELAND CAVALIERS,4,19,8.1,0.25,0.5,0.0,0.0,17.7,8.8,6.7,5.1,4.5,0.0,9.0,0.0,0.0,0.0,0.007,-5.4,5.0,-0.4,0.0,Falsemoonema01,Matt Mooney,SHOOTING GUARD,22,CLEVELAND CAVALIERS,4,0,19,1,4,0,2,0,0,0,3,1,2,1,0,1,2
mooreet01,E'Twaun Moore,SHOOTING GUARD,30,NEW ORLEANS PELICANS,56,1020,11.3,0.51,0.382,0.103,3.2,10.4,6.8,11.0,1.5,0.9,8.1,19.9,0.3,0.7,0.9,0.043,-1.9,-0.8,-2.7,-0.2,Falsemooreet01,E'Twaun Moore,SHOOTING GUARD,30,NEW ORLEANS PELICANS,56,6,1020,186,437,63,167,31,45,31,100,78,32,11,40,80,466
moranja01,Ja Morant,POINT GUARD,20,MEMPHIS GRIZZLIES,67,2074,17.4,0.556,0.191,0.329,2.6,10.4,6.6,35.2,1.3,0.8,17.0,25.9,2.3,1.5,3.8,0.088,1.5,-1.2,0.3,1.2,Falsemoranja01,Ja Morant,POINT GUARD,20,MEMPHIS GRIZZLIES,67,67,2074,447,937,60,179,239,308,51,208,488,58,18,220,110,1193
morgaju01,Juwan Morgan,POWER FORWARD,22,UTAH JAZZ,21,134,10.1,0.648,0.308,0.154,8.5,15.1,11.9,6.2,0.4,1.2,17.8,11.0,0.2,0.1,0.3,0.106,-2.9,-0.3,-3.2,0.0,Falsemorgaju01,Juwan Morgan,POWER FORWARD,22,UTAH JAZZ,21,0,134,15,26,3,8,3,4,10,19,6,1,2,6,19,36
morrima03,Marcus Morris,SMALL FORWARD,30,NEW YORK KNICKS,43,1387,16.5,0.582,0.415,0.311,3.6,14.7,9.0,6.8,1.2,1.2,9.2,24.4,2.1,0.8,2.9,0.101,1.8,-1.1,0.7,0.9,Falsemorrima03,Marcus Morris,SMALL FORWARD,30,NEW YORK KNICKS,43,43,1387,281,636,116,264,163,198,48,185,59,34,17,73,128,841
morrima03,Marcus Morris,POWER FORWARD,30,LOS ANGELES CLIPPERS,19,549,8.9,0.523,0.483,0.126,2.1,12.3,7.4,6.8,1.1,2.1,11.6,15.8,0.0,0.7,0.6,0.055,-2.5,0.3,-2.2,0.0,Falsemorrima03,Marcus Morris,POWER FORWARD,30,LOS ANGELES CLIPPERS,19,19,549,74,174,26,84,18,22,11,67,27,13,13,24,52,192
morrima02,Markieff Morris,POWER FORWARD,30,DETROIT PISTONS,44,988,12.7,0.573,0.486,0.203,2.7,17.3,9.9,11.0,1.3,0.9,14.2,21.8,0.3,0.7,1.0,0.049,-1.1,-1.0,-2.1,0.0,Falsemorrima02,Markieff Morris,POWER FORWARD,30,DETROIT PISTONS,44,16,988,175,389,75,189,61,79,24,149,69,26,11,70,104,486
