slug,name,positions,age,team,games_played,minutes_played,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_playerslug,name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
holidaa01,Aaron Holiday,POINT GUARD,22,INDIANA PACERS,50,646,11.9,0.518,0.485,0.191,0.9,10.4,5.8,19.3,1.6,1.8,12.3,21.9,0.1,0.8,0.9,0.065,-1.5,-1.1,-2.6,-0.1holidaa01,Aaron Holiday,POINT GUARD,22,INDIANA PACERS,50,0,646,105,262,43,127,41,50,5,62,87,21,13,40,71
holidjr01,Jrue Holiday,SHOOTING GUARD,28,NEW ORLEANS PELICANS,67,2402,19.4,0.555,0.313,0.234,3.3,11.0,7.2,31.8,2.1,1.8,14.1,25.4,3.5,1.9,5.4,0.108,2.9,-0.1,2.8,2.9holidjr01,Jrue Holiday,SHOOTING GUARD,28,NEW ORLEANS PELICANS,67,67,2402,547,1159,118,363,208,271,75,259,518,109,54,210,148
holidju01,Justin Holiday,SHOOTING GUARD,29,CHICAGO BULLS,38,1325,11.0,0.531,0.685,0.117,1.5,12.4,6.9,9.1,2.5,1.4,10.2,15.2,0.2,1.1,1.3,0.047,-0.1,0.8,0.7,0.9holidju01,Justin Holiday,SHOOTING GUARD,29,CHICAGO BULLS,38,38,1325,151,394,97,270,41,46,19,150,85,67,21,47,79
holidju01,Justin Holiday,SHOOTING GUARD,29,MEMPHIS GRIZZLIES,44,1282,8.9,0.509,0.509,0.157,2.3,11.3,6.7,7.1,2.1,1.1,12.2,16.3,-0.6,1.4,0.8,0.029,-2.6,0.3,-2.2,-0.1holidju01,Justin Holiday,SHOOTING GUARD,29,MEMPHIS GRIZZLIES,44,39,1282,149,383,65,195,54,60,27,127,61,54,15,57,85
hollajo02,John Holland,SMALL FORWARD,30,CLEVELAND CAVALIERS,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.032,-6.3,-1.0,-7.3,0.0hollajo02,John Holland,SMALL FORWARD,30,CLEVELAND CAVALIERS,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
holliro01,Rondae Hollis-Jefferson,SMALL FORWARD,24,BROOKLYN NETS,59,1234,12.5,0.464,0.101,0.376,7.1,19.2,13.2,11.7,1.7,1.7,10.7,21.6,-0.5,1.7,1.2,0.047,-4.3,1.2,-3.0,-0.3holliro01,Rondae Hollis-Jefferson,SMALL FORWARD,24,BROOKLYN NETS,59,21,1234,200,487,9,49,118,183,83,227,96,44,27,68,107
holmeri01,Richaun Holmes,CENTER,25,PHOENIX SUNS,70,1184,20.7,0.647,0.0,0.479,10.6,20.5,15.5,7.9,1.7,5.6,10.5,17.9,3.1,1.1,4.3,0.173,-0.1,1.5,1.4,1.0holmeri01,Richaun Holmes,CENTER,25,PHOENIX SUNS,70,4,1184,222,365,0,0,128,175,115,216,60,42,79,52,194
hoodro01,Rodney Hood,SHOOTING GUARD,26,CLEVELAND CAVALIERS,45,1234,13.0,0.542,0.335,0.251,1.6,8.8,5.0,11.5,1.5,0.4,6.7,19.1,1.5,0.0,1.5,0.059,-0.1,-2.6,-2.7,-0.2hoodro01,Rodney Hood,SHOOTING GUARD,26,CLEVELAND CAVALIERS,45,45,1234,194,454,55,152,104,114,18,94,92,38,5,36,101
hoodro01,Rodney Hood,SHOOTING GUARD,26,PORTLAND TRAIL BLAZERS,27,659,10.9,0.549,0.387,0.189,1.2,6.0,3.6,7.1,1.5,0.9,7.5,16.3,0.6,0.5,1.1,0.077,-0.5,-1.2,-1.7,0.0hoodro01,Rodney Hood,SHOOTING GUARD,26,PORTLAND TRAIL BLAZERS,27,4,659,98,217,29,84,33,41,7,38,34,21,7,19,45
horfoal01,Al Horford,CENTER,32,BOSTON CELTICS,68,1973,20.2,0.605,0.281,0.131,6.5,18.3,12.4,21.2,1.4,3.9,11.8,18.9,4.5,2.9,7.5,0.181,2.1,2.7,4.8,3.4horfoal01,Al Horford,CENTER,32,BOSTON CELTICS,68,68,1973,387,723,73,203,78,95,120,338,283,59,86,102,126
houseda01,Danuel House,SMALL FORWARD,25,HOUSTON ROCKETS,39,979,12.2,0.646,0.706,0.282,2.8,13.3,7.9,5.9,1.1,1.0,11.0,14.1,1.6,0.7,2.3,0.113,0.4,-1.1,-0.6,0.3houseda01,Danuel House,SMALL FORWARD,25,HOUSTON ROCKETS,39,13,979,118,252,74,178,56,71,25,115,40,21,11,35,80
howardw01,Dwight Howard,CENTER,33,WASHINGTON WIZARDS,9,230,17.4,0.638,0.0,0.696,11.1,28.3,19.6,2.6,1.4,1.5,15.1,19.6,0.4,0.2,0.6,0.124,-2.9,-2.3,-5.2,-0.2howardw01,Dwight Howard,CENTER,33,WASHINGTON WIZARDS,9,9,230,43,69,0,0,29,48,24,59,4,7,4,16,34
huertke01,Kevin Huerter,SHOOTING GUARD,20,ATLANTA HAWKS,75,2048,10.1,0.533,0.537,0.085,3.0,9.7,6.3,14.5,1.5,1.1,13.8,15.7,0.7,0.7,1.5,0.034,-0.9,-1.0,-1.9,0.1huertke01,Kevin Huerter,SHOOTING GUARD,20,ATLANTA HAWKS,75,59,2048,275,657,136,353,41,56,60,185,214,65,25,109,155
humphis01,Isaac Humphries,CENTER,21,ATLANTA HAWKS,5,56,3.4,0.357,0.524,0.0,7.4,13.4,10.3,0.0,0.8,0.0,0.0,15.2,-0.1,0.0,-0.1,-0.047,-6.5,-6.3,-12.8,-0.2humphis01,Isaac Humphries,CENTER,21,ATLANTA HAWKS,5,1,56,6,21,3,11,0,0,4,7,0,1,0,0,7
hunterj01,R.J. Hunter,SHOOTING GUARD,25,BOSTON CELTICS,1,26,21.5,0.612,0.769,0.154,4.1,8.2,6.2,18.0,1.9,0.0,0.0,23.0,0.1,0.0,0.1,0.226,7.0,-3.7,3.4,0.0hunterj01,R.J. Hunter,SHOOTING GUARD,25,BOSTON CELTICS,1,0,26,6,13,4,10,1,2,1,2,3,1,0,0,3
hutchch01,Chandler Hutchison,SMALL FORWARD,22,CHICAGO BULLS,44,895,8.8,0.507,0.239,0.182,3.7,18.9,11.2,5.3,1.2,0.6,10.0,12.2,0.0,0.6,0.6,0.03,-3.9,-0.4,-4.3,-0.5hutchch01,Chandler Hutchison,SMALL FORWARD,22,CHICAGO BULLS,44,14,895,96,209,14,50,23,38,31,154,34,23,6,25,59
ibakase01,Serge Ibaka,CENTER,29,TORONTO RAPTORS,74,2010,18.7,0.582,0.193,0.202,8.6,23.2,16.1,7.7,0.7,4.3,10.7,22.9,2.8,3.3,6.1,0.146,-0.7,1.2,0.5,1.3ibakase01,Serge Ibaka,CENTER,29,TORONTO RAPTORS,74,51,2010,464,877,49,169,135,177,156,445,99,29,103,114,211
iguodan01,Andre Iguodala,SMALL FORWARD,35,GOLDEN STATE WARRIORS,68,1578,13.1,0.587,0.477,0.222,3.4,13.2,8.5,16.8,1.8,2.7,13.6,10.4,2.4,1.8,4.2,0.129,0.2,1.7,1.9,1.6iguodan01,Andre Iguodala,SMALL FORWARD,35,GOLDEN STATE WARRIORS,68,13,1578,151,302,48,144,39,67,48,204,216,61,51,52,95
ilyaser01,Ersan İlyasova,POWER FORWARD,31,MILWAUKEE BUCKS,67,1231,11.6,0.548,0.42,0.194,8.2,16.2,12.5,5.5,1.2,1.4,10.4,15.7,1.2,1.9,3.0,0.119,-1.5,0.1,-1.3,0.2ilyaser01,Ersan İlyasova,POWER FORWARD,31,MILWAUKEE BUCKS,67,7,1231,167,381,58,160,61,74,94,208,52,32,20,48,172
inglejo01,Joe Ingles,POWER FORWARD,31,UTAH JAZZ,82,2568,13.4,0.581,0.602,0.153,1.5,12.2,7.0,26.1,1.8,0.6,18.4,17.5,2.5,3.6,6.0,0.113,1.0,0.8,1.8,2.5inglejo01,Joe Ingles,POWER FORWARD,31,UTAH JAZZ,82,82,2568,359,802,189,483,87,123,35,295,469,98,20,193,180
ingraan01,Andre Ingram,SHOOTING GUARD,33,LOS ANGELES LAKERS,4,15,-11.9,0.0,0.5,0.0,7.0,6.7,6.9,0.0,3.1,0.0,14.3,19.3,-0.1,0.0,-0.1,-0.408,-16.9,-3.0,-19.9,-0.1ingraan01,Andre Ingram,SHOOTING GUARD,33,LOS ANGELES LAKERS,4,0,15,0,6,0,3,0,0,1,1,0,1,0,1,0
ingrabr01,Brandon Ingram,SMALL FORWARD,21,LOS ANGELES LAKERS,52,1760,13.4,0.555,0.129,0.396,2.5,13.0,7.8,12.9,0.7,1.4,13.1,23.2,0.6,1.4,2.0,0.055,-2.2,-0.6,-2.8,-0.3ingrabr01,Brandon Ingram,SMALL FORWARD,21,LOS ANGELES LAKERS,52,52,1760,362,729,31,94,195,289,41,226,154,28,31,129,149
irvinky01,Kyrie Irving,POINT GUARD,26,BOSTON CELTICS,67,2214,24.3,0.592,0.35,0.197,3.4,12.7,8.1,35.0,2.2,1.4,11.3,29.6,6.2,2.9,9.1,0.197,6.0,0.4,6.4,4.7irvinky01,Kyrie Irving,POINT GUARD,26,BOSTON CELTICS,67,67,2214,604,1241,174,434,214,245,71,264,464,103,34,172,167
isaacjo01,Jonathan Isaac,POWER FORWARD,21,ORLANDO MAGIC,75,1996,13.0,0.537,0.435,0.221,5.2,17.0,11.0,5.7,1.4,4.1,10.1,16.3,0.9,3.1,4.0,0.096,-1.9,2.0,0.1,1.1isaacjo01,Jonathan Isaac,POWER FORWARD,21,ORLANDO MAGIC,75,64,1996,262,611,86,266,110,135,99,312,80,59,98,75,143
iwundwe01,Wesley Iwundu,SMALL FORWARD,24,ORLANDO MAGIC,68,1233,8.7,0.531,0.288,0.376,3.2,13.0,8.0,7.9,1.1,1.5,12.1,12.8,0.5,1.4,1.9,0.073,-3.4,0.7,-2.7,-0.2iwundwe01,Wesley Iwundu,SMALL FORWARD,24,ORLANDO MAGIC,68,13,1233,113,274,29,79,84,103,37,147,73,28,22,44,123
jacksde01,Demetrius Jackson,POINT GUARD,24,PHILADELPHIA 76ERS,6,39,21.0,0.656,0.4,0.267,5.6,2.6,4.1,19.6,2.4,0.0,5.6,19.1,0.2,0.0,0.2,0.231,4.4,-3.4,1.0,0.0jacksde01,Demetrius Jackson,POINT GUARD,24,PHILADELPHIA 76ERS,6,0,39,8,15,2,6,4,4,2,1,5,2,0,1,4
jacksfr01,Frank Jackson,POINT GUARD,20,NEW ORLEANS PELICANS,61,1169,9.4,0.517,0.378,0.163,2.2,9.5,5.9,8.0,1.0,0.1,9.1,18.5,0.1,0.4,0.4,0.018,-2.2,-2.8,-5.0,-0.9jacksfr01,Frank Jackson,POINT GUARD,20,NEW ORLEANS PELICANS,61,16,1169,194,447,53,169,54,73,25,109,69,25,2,48,92
jacksja02,Jaren Jackson,POWER FORWARD,19,MEMPHIS GRIZZLIES,58,1515,16.4,0.591,0.241,0.334,5.3,15.0,10.1,7.2,1.7,5.1,12.7,22.8,1.2,2.2,3.3,0.105,-1.4,1.4,0.1,0.8jacksja02,Jaren Jackson,POWER FORWARD,19,MEMPHIS GRIZZLIES,58,56,1515,298,589,51,142,151,197,73,199,64,52,82,98,220
jacksjo02,Josh Jackson,SHOOTING GUARD,21,PHOENIX SUNS,79,1988,10.6,0.487,0.268,0.253,3.6,15.9,9.7,14.1,1.8,2.3,15.6,23.9,-2.8,1.1,-1.7,-0.04,-4.3,-0.5,-4.8,-1.4jacksjo02,Josh Jackson,SHOOTING GUARD,21,PHOENIX SUNS,79,29,1988,347,841,73,225,143,213,66,281,183,74,56,173,209
jacksju01,Justin Jackson,SMALL FORWARD,23,SACRAMENTO KINGS,52,1083,10.1,0.546,0.539,0.169,2.3,11.8,6.9,8.0,1.0,1.0,6.5,12.9,1.0,0.6,1.6,0.072,-0.9,-0.7,-1.6,0.1jacksju01,Justin Jackson,SMALL FORWARD,23,SACRAMENTO KINGS,52,3,1083,125,295,55,159,41,50,25,121,68,23,13,22,67
jacksju01,Justin Jackson,SMALL FORWARD,23,DALLAS MAVERICKS,29,531,13.9,0.584,0.453,0.153,3.9,9.4,6.7,8.4,0.8,0.2,3.3,17.0,1.0,0.3,1.3,0.114,0.7,-2.1,-1.4,0.1jacksju01,Justin Jackson,SMALL FORWARD,23,DALLAS MAVERICKS,29,11,531,92,190,32,86,21,29,19,47,28,9,1,7,32
jacksre01,Reggie Jackson,POINT GUARD,28,DETROIT PISTONS,82,2289,15.2,0.547,0.45,0.225,2.1,8.5,5.2,24.7,1.2,0.3,11.4,24.5,3.1,1.9,5.0,0.105,1.8,-2.0,-0.3,1.0jacksre01,Reggie Jackson,POINT GUARD,28,DETROIT PISTONS,82,82,2289,441,1047,174,471,204,236,45,171,344,55,9,148,208
jamesle01,LeBron James,SMALL FORWARD,34,LOS ANGELES LAKERS,55,1937,25.6,0.588,0.299,0.382,3.1,21.3,12.4,39.4,1.7,1.4,13.3,31.6,4.7,2.6,7.2,0.179,6.2,1.9,8.1,4.9jamesle01,LeBron James,SMALL FORWARD,34,LOS ANGELES LAKERS,55,55,1937,558,1095,111,327,278,418,57,408,454,72,33,197,94
jeffeam01,Amile Jefferson,POWER FORWARD,25,ORLANDO MAGIC,12,68,21.1,0.692,0.0,0.5,9.3,24.0,16.5,6.4,2.2,3.7,4.9,13.1,0.2,0.1,0.4,0.258,-0.2,2.3,2.1,0.1jeffeam01,Amile Jefferson,POWER FORWARD,25,ORLANDO MAGIC,12,0,68,10,16,0,0,7,8,6,15,3,3,3,1,8
jenkijo01,John Jenkins,SHOOTING GUARD,27,WASHINGTON WIZARDS,4,14,20.5,1.5,1.0,0.0,0.0,7.9,3.9,9.9,0.0,0.0,0.0,6.1,0.1,0.0,0.1,0.202,7.4,-5.3,2.2,0.0jenkijo01,John Jenkins,SHOOTING GUARD,27,WASHINGTON WIZARDS,4,0,14,2,2,2,2,0,0,0,1,1,0,0,0,0
jenkijo01,John Jenkins,SHOOTING GUARD,27,NEW YORK KNICKS,22,319,9.3,0.518,0.544,0.175,1.9,10.1,5.9,9.9,0.0,0.5,7.5,16.1,0.2,0.0,0.2,0.024,-2.1,-3.5,-5.6,-0.3jenkijo01,John Jenkins,SHOOTING GUARD,27,NEW YORK KNICKS,22,0,319,40,103,20,56,15,18,6,30,21,0,2,9,10
jerebjo01,Jonas Jerebko,POWER FORWARD,31,GOLDEN STATE WARRIORS,73,1218,13.5,0.588,0.53,0.225,6.6,18.1,12.6,10.1,1.1,1.2,9.9,15.2,2.1,1.2,3.3,0.13,0.6,-0.6,0.0,0.6jerebjo01,Jonas Jerebko,POWER FORWARD,31,GOLDEN STATE WARRIORS,73,6,1218,163,355,69,188,64,80,72,216,96,27,18,43,137
johnsal02,Alize Johnson,POWER FORWARD,22,INDIANA PACERS,14,64,6.3,0.333,0.125,0.5,7.1,25.5,16.5,2.0,0.8,4.2,0.0,13.3,-0.1,0.1,0.0,0.027,-8.3,0.2,-8.1,-0.1johnsal02,Alize Johnson,POWER FORWARD,22,INDIANA PACERS,14,0,64,4,16,1,2,4,8,4,15,1,1,3,0,7
johnsam01,Amir Johnson,CENTER,31,PHILADELPHIA 76ERS,51,529,13.1,0.574,0.255,0.261,9.7,19.5,14.7,16.0,1.4,1.9,20.5,17.4,0.4,0.7,1.1,0.098,-1.4,0.6,-0.7,0.2johnsam01,Amir Johnson,CENTER,31,PHILADELPHIA 76ERS,51,6,529,79,157,12,40,31,41,47,100,60,16,13,45,99
johnsbj01,B.J. Johnson,SMALL FORWARD,23,ATLANTA HAWKS,6,43,14.0,0.622,0.375,0.125,4.8,15.0,9.8,0.0,2.1,0.0,10.6,17.9,0.0,0.0,0.1,0.076,-3.1,-5.4,-8.5,-0.1johnsbj01,B.J. Johnson,SMALL FORWARD,23,ATLANTA HAWKS,6,0,43,8,16,3,6,2,2,2,6,0,2,0,2,3
johnsbj01,B.J. Johnson,SMALL FORWARD,23,SACRAMENTO KINGS,1,6,3.7,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,0.0,0.0,0.0,-0.008,-3.6,-5.1,-8.7,0.0johnsbj01,B.J. Johnson,SMALL FORWARD,23,SACRAMENTO KINGS,1,0,6,1,2,0,1,0,0,0,0,0,0,0,0,1
johnsja01,James Johnson,POWER FORWARD,31,MIAMI HEAT,55,1164,10.9,0.522,0.393,0.185,2.0,14.1,8.0,17.0,1.5,2.1,15.3,17.8,0.0,1.5,1.5,0.062,-2.5,0.9,-1.6,0.1johnsja01,James Johnson,POWER FORWARD,31,MIAMI HEAT,55,33,1164,164,379,50,149,50,70,22,154,135,35,27,74,114
johnsst04,Stanley Johnson,SMALL FORWARD,22,DETROIT PISTONS,48,961,9.8,0.482,0.519,0.146,2.7,17.7,9.9,9.4,2.5,1.1,12.9,19.1,-0.7,1.4,0.7,0.034,-3.0,0.9,-2.1,0.0johnsst04,Stanley Johnson,SMALL FORWARD,22,DETROIT PISTONS,48,7,961,133,349,51,181,41,51,25,150,60,48,13,55,92
johnsst04,Stanley Johnson,SMALL FORWARD,22,NEW ORLEANS PELICANS,18,247,8.9,0.496,0.374,0.143,3.8,13.7,8.8,15.1,2.3,0.3,21.2,20.4,-0.3,0.2,-0.1,-0.028,-3.8,-0.9,-4.7,-0.2johnsst04,Stanley Johnson,SMALL FORWARD,22,NEW ORLEANS PELICANS,18,0,247,38,91,11,34,9,13,9,33,28,12,1,26,22
johnsty01,Tyler Johnson,POINT GUARD,26,MIAMI HEAT,44,1123,12.3,0.54,0.509,0.219,1.8,9.7,5.7,14.9,1.7,1.7,12.5,19.2,0.5,1.3,1.8,0.075,-0.7,0.0,-0.8,0.3johnsty01,Tyler Johnson,POINT GUARD,26,MIAMI HEAT,44,10,1123,171,401,72,204,61,88,19,102,112,40,21,63,72
johnsty01,Tyler Johnson,POINT GUARD,26,PHOENIX SUNS,13,406,12.8,0.506,0.448,0.312,4.0,10.3,7.1,18.6,1.6,1.2,9.0,16.5,0.4,0.1,0.5,0.06,-0.4,-1.3,-1.7,0.0johnsty01,Tyler Johnson,POINT GUARD,26,PHOENIX SUNS,13,12,406,46,125,18,56,34,39,15,37,54,14,6,14,25
johnswe01,Wesley Johnson,SMALL FORWARD,31,NEW ORLEANS PELICANS,26,377,6.9,0.517,0.568,0.102,2.8,11.9,7.4,5.2,1.5,1.5,11.5,11.3,0.0,0.2,0.3,0.032,-2.5,-0.4,-2.9,-0.1johnswe01,Wesley Johnson,SMALL FORWARD,31,NEW ORLEANS PELICANS,26,13,377,35,88,19,50,6,9,10,44,16,12,7,12,45
johnswe01,Wesley Johnson,SMALL FORWARD,31,WASHINGTON WIZARDS,12,157,2.0,0.372,0.65,0.25,1.4,11.2,6.2,5.6,0.6,2.7,11.9,13.6,-0.3,0.0,-0.2,-0.075,-6.3,-1.5,-7.7,-0.2johnswe01,Wesley Johnson,SMALL FORWARD,31,WASHINGTON WIZARDS,12,0,157,10,40,6,26,7,10,2,16,7,2,5,6,18
jokicni01,Nikola Jokić,CENTER,23,DENVER NUGGETS,80,2504,26.3,0.589,0.224,0.292,9.8,27.6,18.7,37.0,2.1,1.9,15.4,27.4,7.5,4.3,11.8,0.226,5.7,3.8,9.5,7.3jokicni01,Nikola Jokić,CENTER,23,DENVER NUGGETS,80,80,2504,616,1206,83,270,289,352,228,637,580,108,55,248,228
jonesda03,Damian Jones,CENTER,23,GOLDEN STATE WARRIORS,24,410,15.3,0.72,0.0,0.5,8.4,11.0,9.8,8.7,1.4,5.1,15.1,11.1,1.0,0.5,1.5,0.173,0.5,2.5,3.0,0.5jonesda03,Damian Jones,CENTER,23,GOLDEN STATE WARRIORS,24,22,410,53,74,0,0,24,37,31,44,28,12,25,16,63
jonesde02,Derrick Jones,SMALL FORWARD,21,MIAMI HEAT,60,1153,14.0,0.559,0.281,0.377,8.8,13.3,11.1,4.7,1.9,3.3,10.2,15.6,1.2,1.7,2.9,0.121,-1.3,1.5,0.2,0.6jonesde02,Derrick Jones,SMALL FORWARD,21,MIAMI HEAT,60,14,1153,160,324,28,91,74,122,96,144,37,46,42,43,123
jonesja04,Jalen Jones,SMALL FORWARD,25,CLEVELAND CAVALIERS,16,214,11.7,0.548,0.452,0.435,5.5,12.5,8.8,4.8,2.1,0.8,9.8,16.7,0.2,0.1,0.3,0.056,-1.2,-2.2,-3.4,-0.1jonesja04,Jalen Jones,SMALL FORWARD,25,CLEVELAND CAVALIERS,16,0,214,26,62,10,28,19,27,11,23,7,9,2,8,27
jonesje01,Jemerrio Jones,SMALL FORWARD,23,LOS ANGELES LAKERS,6,143,12.1,0.398,0.303,0.061,11.8,23.4,17.7,11.4,2.3,2.9,12.9,11.3,0.0,0.2,0.2,0.084,-2.9,3.7,0.8,0.1jonesje01,Jemerrio Jones,SMALL FORWARD,23,LOS ANGELES LAKERS,6,2,143,12,33,2,10,1,2,16,33,13,7,5,5,10
joneste01,Terrence Jones,POWER FORWARD,27,HOUSTON ROCKETS,2,5,-15.8,0.225,0.5,0.25,0.0,90.3,44.2,0.0,0.0,0.0,18.4,47.2,-0.1,0.0,-0.1,-0.661,-36.1,-16.2,-52.3,-0.1joneste01,Terrence Jones,POWER FORWARD,27,HOUSTON ROCKETS,2,0,5,1,4,0,2,0,1,0,4,0,0,0,1,1
jonesty01,Tyus Jones,POINT GUARD,22,MINNESOTA TIMBERWOLVES,68,1560,13.7,0.491,0.283,0.155,1.6,7.7,4.6,28.3,2.5,0.3,9.0,14.1,2.1,0.9,3.0,0.091,-0.3,-1.5,-1.8,0.1jonesty01,Tyus Jones,POINT GUARD,22,MINNESOTA TIMBERWOLVES,68,23,1560,185,446,40,126,58,69,23,111,327,81,5,47,78
jordade01,DeAndre Jordan,CENTER,30,DALLAS MAVERICKS,50,1554,18.0,0.672,0.0,0.613,11.2,35.9,23.6,9.5,1.0,2.9,21.3,14.4,2.7,2.5,5.3,0.162,-1.4,3.4,2.0,1.6jordade01,DeAndre Jordan,CENTER,30,DALLAS MAVERICKS,50,50,1554,208,323,0,0,135,198,161,525,99,33,53,111,125
jordade01,DeAndre Jordan,CENTER,30,NEW YORK KNICKS,19,493,22.1,0.681,0.0,0.537,13.3,33.0,22.9,18.2,0.9,3.4,21.6,16.8,1.3,0.6,1.9,0.181,0.6,2.9,3.6,0.7jordade01,DeAndre Jordan,CENTER,30,NEW YORK KNICKS,19,19,493,78,123,0,0,51,66,64,152,57,9,20,42,42
josepco01,Cory Joseph,POINT GUARD,27,INDIANA PACERS,82,2063,11.0,0.474,0.312,0.078,2.1,12.6,7.5,20.7,2.2,0.9,12.4,13.7,0.5,2.9,3.5,0.081,-2.0,1.4,-0.5,0.8josepco01,Cory Joseph,POINT GUARD,27,INDIANA PACERS,82,9,2063,226,548,55,171,30,43,39,240,321,94,22,80,131
kaminfr01,Frank Kaminsky,CENTER,25,CHARLOTTE HORNETS,47,755,16.8,0.587,0.466,0.359,5.5,18.1,11.7,12.9,0.8,1.4,10.6,22.1,1.3,0.5,1.8,0.114,1.1,-1.9,-0.9,0.2kaminfr01,Frank Kaminsky,CENTER,25,CHARLOTTE HORNETS,47,0,755,138,298,50,139,79,107,39,124,63,12,12,41,68
kanteen01,Enes Kanter,CENTER,26,NEW YORK KNICKS,44,1128,21.8,0.585,0.047,0.276,15.5,27.5,21.4,13.1,0.8,1.3,13.1,22.9,2.4,0.9,3.4,0.143,1.0,-0.2,0.8,0.8kanteen01,Enes Kanter,CENTER,26,NEW YORK KNICKS,44,23,1128,251,468,7,22,105,129,171,290,84,18,17,79,106
kanteen01,Enes Kanter,CENTER,26,PORTLAND TRAIL BLAZERS,23,512,23.5,0.614,0.056,0.316,18.3,22.8,20.6,9.9,1.3,1.4,13.7,23.4,1.5,0.6,2.1,0.196,2.5,-0.3,2.3,0.6kanteen01,Enes Kanter,CENTER,26,PORTLAND TRAIL BLAZERS,23,8,512,124,215,3,12,50,68,86,112,32,14,9,39,61
kennalu01,Luke Kennard,SHOOTING GUARD,22,DETROIT PISTONS,63,1437,11.9,0.56,0.517,0.117,0.9,13.5,7.0,12.3,0.9,0.6,9.4,18.1,1.3,1.3,2.5,0.085,-0.5,-1.0,-1.5,0.2kennalu01,Luke Kennard,SHOOTING GUARD,22,DETROIT PISTONS,63,10,1437,228,520,106,269,51,61,12,171,114,26,10,57,92
kiddgmi01,Michael Kidd-Gilchrist,POWER FORWARD,25,CHARLOTTE HORNETS,64,1179,13.3,0.553,0.142,0.37,7.9,14.8,11.3,7.4,1.3,2.9,10.0,15.7,1.5,1.0,2.5,0.1,-1.7,0.4,-1.3,0.2kiddgmi01,Michael Kidd-Gilchrist,POWER FORWARD,25,CHARLOTTE HORNETS,64,3,1179,158,332,16,47,95,123,88,158,61,32,39,43,156
kingge03,George King,SMALL FORWARD,25,PHOENIX SUNS,1,6,1.9,0.0,0.0,0.0,0.0,18.8,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-8.8,-1.8,-10.6,0.0kingge03,George King,SMALL FORWARD,25,PHOENIX SUNS,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0
klebima01,Maxi Kleber,POWER FORWARD,27,DALLAS MAVERICKS,71,1502,13.1,0.579,0.565,0.192,6.5,16.9,11.7,6.8,1.2,4.4,11.4,13.5,1.6,1.8,3.5,0.111,-0.8,2.3,1.5,1.3klebima01,Maxi Kleber,POWER FORWARD,27,DALLAS MAVERICKS,71,18,1502,175,386,77,218,58,74,90,239,70,36,78,54,143
knighbr03,Brandon Knight,POINT GUARD,27,HOUSTON ROCKETS,12,118,0.8,0.347,0.681,0.234,0.9,7.7,4.2,10.6,0.8,0.0,8.8,20.9,-0.3,0.0,-0.3,-0.113,-6.9,-4.4,-11.3,-0.3knighbr03,Brandon Knight,POINT GUARD,27,HOUSTON ROCKETS,12,0,118,11,47,5,32,9,11,1,8,9,2,0,5,14
knighbr03,Brandon Knight,POINT GUARD,27,CLEVELAND CAVALIERS,27,618,10.5,0.515,0.455,0.108,1.5,7.7,4.5,15.1,1.5,0.3,10.1,17.6,0.3,0.0,0.2,0.019,-1.0,-2.9,-3.8,-0.3knighbr03,Brandon Knight,POINT GUARD,27,CLEVELAND CAVALIERS,27,26,618,88,213,36,97,18,23,9,41,62,19,2,25,48
knoxke01,Kevin Knox,POWER FORWARD,19,NEW YORK KNICKS,75,2158,8.7,0.475,0.398,0.247,2.9,13.6,8.1,6.0,1.0,0.9,10.1,22.3,-2.2,0.9,-1.3,-0.03,-3.6,-2.4,-6.0,-2.2knoxke01,Kevin Knox,POWER FORWARD,19,NEW YORK KNICKS,75,57,2158,338,914,125,364,162,226,61,274,82,43,24,114,175
korkmfu01,Furkan Korkmaz,SHOOTING GUARD,21,PHILADELPHIA 76ERS,48,679,11.5,0.528,0.588,0.18,2.6,13.8,8.3,10.7,2.0,0.2,8.6,17.9,0.4,0.7,1.1,0.079,-0.8,-1.5,-2.2,0.0korkmfu01,Furkan Korkmaz,SHOOTING GUARD,21,PHILADELPHIA 76ERS,48,7,679,98,245,47,144,36,44,16,91,52,29,2,25,62
